seller,total_products,fake_count,fake_percent
 گالری میسیلدا,114,0,0.0
 لوازم خانه گلبرگ,36,0,0.0
آپفل,105,0,0.0
آتی مارکت,111,0,0.0
آدم برفی استور,27,0,0.0
آدینا بیوتی,149,0,0.0
آبا تل,38,0,0.0
آبرا,77,0,0.0
 هفتا ,593,0,0.0
 همزاد,21,0,0.0
 یاس اندیشه,52,0,0.0
 خشکبار و مواد غذایی ویدا,140,0,0.0
 دیونوسوس,71,0,0.0
 راسل مارکت,46,0,0.0
 سی سی,160,0,0.0
 شکوفه ها ولایت,24,0,0.0
 فرنوشک,60,0,0.0
 فروشگاه ایران,124,0,0.0
 بازار نمک,31,0,0.0
 باشگاه انگیزه,68,0,0.0
 بوک لند,905,0,0.0
 پیدایش,100,0,0.0
 تایسیز,28,0,0.0
 گالری رحمانی,33,0,0.0
 آفاق معرفت,124,0,0.0
 آلتیادو,29,0,0.0
 آکام تویز,250,0,0.0
شهر مداد,132,0,0.0
شهرزادبانوکالا,99,0,0.0
شهرقصه,48,0,0.0
شوپاد,23,0,0.0
شوینده بهداشتی امیرپارلا,78,0,0.0
شکیل,102,0,0.0
شیرازمهر,36,0,0.0
شیمی کالا تجارت,65,0,0.0
صحافی و بسته بندی آرتیم,29,0,0.0
صفا پخش ماندگار,46,0,0.0
صنایع تولیدی گلسان,50,0,0.0
صنایع دستی بی بی باف,30,0,0.0
شروان شاپینگ,110,0,0.0
شرکت رهاسان صنعت,24,0,0.0
شرکت زلال قطره پارس,48,0,0.0
شرکت فرش سهند,165,0,0.0
شرکت فرش نگین بوم کاشان,65,0,0.0
شرکت کفش بهشتیان,210,0,0.0
شلر ما,867,0,0.0
شهر بانو,65,0,0.0
شهر تحریر بهار,42,0,0.0
شمع و قلم,62,0,0.0
شمیم گستر,21,0,0.0
شاپ خورشید,21,0,0.0
شادان استایل,21,0,0.0
شایسته شاپ,71,0,0.0
شایمر,88,0,0.0
سیتا مد,39,0,0.0
سیسمونی السا,31,0,0.0
سیاره صورتی,106,0,0.0
سوغات دزفول,167,0,0.0
سوغات کرمان بیجاری,49,0,0.0
سوکالکشن,25,0,0.0
سوییم لند کورش,44,0,0.0
سنگ حاجی,43,0,0.0
سهندگالری,32,0,0.0
سوپر استایل,42,0,0.0
سوپرماکت,27,0,0.0
سنجاب,20,0,0.0
سنجاب وود,20,0,0.0
سلامت و زيبايي,23,0,0.0
سما گالری مرکزی,47,0,0.0
سرژه استایل,436,0,0.0
سرمشق,61,0,0.0
سرو مزون,21,0,0.0
سرای ساعت,87,0,0.0
سرای مس,85,0,0.0
سرایش,44,0,0.0
سردار تحریر,27,0,0.0
فروشگاه الفبت,163,0,0.0
فروشگاه ایده ال,22,0,0.0
فروشگاه ایرسا,44,0,0.0
فروشگاه بزرگ,20,0,0.0
فروشگاه بزرگ فدک,636,0,0.0
فروشگاه بورگاندی,65,0,0.0
فروشگاه خرازی رامین,125,0,0.0
فروشگاه خضرایی,172,0,0.0
فروشگاه خواجو,90,0,0.0
فروشگاه ذره بین مارکت,145,0,0.0
فروشگاه رایکا تویز,27,0,0.0
فروشگاه رمیو ,36,0,0.0
فروشگاه روزاندیش,30,0,0.0
فروشگاه روژ,23,0,0.0
فروشگاه ژپتو,42,0,0.0
فروشگاه ساعت استار ,21,0,0.0
فروشگاه سایلین,27,0,0.0
فروشگاه سرشور,49,0,0.0
فروشگاه سنجاقک,46,0,0.0
فروشگاه قصر زیبا,105,0,0.0
فروشگاه گلچین,153,0,0.0
فروشگاه لطافت,59,0,0.0
فروشگاه مجازی ناقابل,80,0,0.0
فروشگاه مهردارو,26,0,0.0
فروشگاه نوین پارت,37,0,0.0
فروشگاه هلن برتر,47,0,0.0
فروشگاه طنزدونی,52,0,0.0
فروشگاه تویین,401,0,0.0
فروشگاه جانبی دیجیتال,28,0,0.0
عروسک روسی حلما,20,0,0.0
عطاری شبنم بهشت,309,0,0.0
عینک و ساعت رسا,22,0,0.0
طرح و نقش عظیم زاده,32,0,0.0
طمطراق,257,0,0.0
شیندو,27,0,0.0
صنایع دستی جوان,32,0,0.0
صنایع دستی دنیا,34,0,0.0
صنایع دستی هنر چوب,92,0,0.0
صنایع دستی و سنتی فاخر,323,0,0.0
طراحی و دوخت قرآنی,35,0,0.0
فاموس,26,0,0.0
فامیلی شاپ,62,0,0.0
فرآیندالکترونیک,22,0,0.0
فرداد شاپ,26,0,0.0
فرش آبی,55,0,0.0
فرش اسماعیلی,37,0,0.0
فرش تکه,58,0,0.0
فرش رادین اصفهان,103,0,0.0
فرش مهراد,23,0,0.0
فرش نو,352,0,0.0
فرشته صورتی,165,0,0.0
فرشید تکنیک,53,0,0.0
فروشگاه آرشاک,20,0,0.0
فروشگاه آرمان مهر,72,0,0.0
گالری هستیا,32,0,0.0
گالری هنری آرش ,22,0,0.0
گالری هنری اقاقیا,53,0,0.0
گالری مختاری نوا,137,0,0.0
گالری مژان,57,0,0.0
گالری ملیکا 94,167,0,0.0
گالری مهرسا ناز,34,0,0.0
گالری نصف جهان,281,0,0.0
گالری نقش نگار,61,0,0.0
گالری نوین,27,0,0.0
گالری روشانو,90,0,0.0
گالری جیمبو,64,0,0.0
گالری چام,28,0,0.0
گالری خان یاشار,41,0,0.0
گالری صنایع دستی فرید,871,0,0.0
گالری عطر بارانا,154,0,0.0
گالری فاج,35,0,0.0
گالری گارنت,739,0,0.0
گالری ساعت ویوا,48,0,0.0
گالری سامیا,41,0,0.0
گالری سنتر بیوتی,23,0,0.0
فروشگاه یاقوت کویر,42,0,0.0
فسقلی سپید,37,0,0.0
فلو اسپرت,32,0,0.0
فندق مندق,115,0,0.0
فکر سالم,219,0,0.0
فیروزه  آمیتیس,46,0,0.0
فیلاتلیک شیراز,229,0,0.0
فیلو مارکت,31,0,0.0
قلم دون,26,0,0.0
قهوه کهن,251,0,0.0
گات,180,0,0.0
گالاردیا,94,0,0.0
گالری آرایشی پاریس,37,0,0.0
گالری آسکه,1310,0,0.0
گالری آفتاب کردون,33,0,0.0
گالری برگزیده,176,0,0.0
گالری اورلایا,303,0,0.0
ققنوس زرین,64,0,0.0
قلعه شادی,50,0,0.0
لی لیکس,32,0,0.0
لیما بوم,33,0,0.0
لیندلار استور,43,0,0.0
لبخندسیتی,41,0,0.0
لژور,30,0,0.0
لگو زیبا,45,0,0.0
لگولند,193,0,0.0
لناشاپ,67,0,0.0
لنتر,28,0,0.0
لوازم آرایشی صاد,28,0,0.0
لوازم تحریر سوهو,21,0,0.0
گیم فکتور,99,0,0.0
گیم گالری,44,0,0.0
گیم کلوپ,28,0,0.0
لاپیز کالا,67,0,0.0
لاکچری فیس,20,0,0.0
لاکی لایف,205,0,0.0
لاوین تجارت,95,0,0.0
لاروزا,44,0,0.0
گل تک,44,0,0.0
گلاریسم,30,0,0.0
گلاور,23,0,0.0
گلد بیوتی سنتر,200,0,0.0
گلد تلکام,795,0,0.0
گلدن پرشیا,151,0,0.0
گلسا,23,0,0.0
گوشکوه,31,0,0.0
گیتار ایران,45,0,0.0
گروه تولیدی عرفان,35,0,0.0
گلیم حس خوب ,43,0,0.0
گالری هنری خانواده,34,0,0.0
گالری ویترین,25,0,0.0
گالری کاشی رنگی,23,0,0.0
گالری کودک بومرنگ,37,0,0.0
گالری کودک هوراسا,42,0,0.0
گالری کیان بیوتی,77,0,0.0
گردافرید,22,0,0.0
گروه آپادانا,22,0,0.0
گروه بازاریابی کیانا,22,0,0.0
گروه بازرگانی اروند,36,0,0.0
گروه بین المللی ناتروسا,65,0,0.0
گروه هنری اردی بهشت,80,0,0.0
گروه هنری گدار,108,0,0.0
گروه هنری گلسو,66,0,0.0
گروه هنری و دوخت یاس,186,0,0.0
گروه کولاک,53,0,0.0
گس,721,0,0.0
گل آذین استور,29,0,0.0
کتابار,650,0,0.0
کتابسرای اشجع,236,0,0.0
کتابسرای نوین,333,0,0.0
کتابینه بوک,209,0,0.0
کتاب آوای مهدیس,58,0,0.0
کتاب برنا,187,0,0.0
کتاب پزشکی حیدری,352,0,0.0
کتاب درخت زندگی,456,0,0.0
کتاب فروشی مولانا,420,0,0.0
کتاب مهربان,65,0,0.0
کره بادامزمینی مسعود,42,0,0.0
کروم شاپ,228,0,0.0
کژال بیوتی,29,0,0.0
کفش آدمی,24,0,0.0
کلاسیک کازمتیک,30,0,0.0
کلوتو استور,54,0,0.0
کندی شاپ,230,0,0.0
کفش شاهین اصفهان,73,0,0.0
کفش حاتمی,24,0,0.0
یك مهربان,21,0,0.0
یلداسنتر,128,0,0.0
یونی کیدز,86,0,0.0
یا سماع ,453,0,0.0
یارا کالکشن,36,0,0.0
یاقوت برتر,328,0,0.0
یکتامارکت,23,0,0.0
کیمیا روناس آرمان,104,0,0.0
کیف چ,41,0,0.0
کوشا سنتر,22,0,0.0
کیدرس,26,0,0.0
کیامزون,98,0,0.0
کیان افزار,41,0,0.0
هنرکده تاووس,57,0,0.0
هنرکده شاهی,71,0,0.0
هنرکده صهبا,22,0,0.0
هودانا,244,0,0.0
هشت تا هشت,77,0,0.0
هشت مارکت,120,0,0.0
هنر داریوش,20,0,0.0
هنر فاخر,100,0,0.0
هایپر جهان تحریر ,35,0,0.0
هایپرکالای خودمون,23,0,0.0
هدایا تبلیغاتی پارسه,20,0,0.0
هدیک استور,163,0,0.0
نیکو,20,0,0.0
هآمون,20,0,0.0
هانا رامونا,29,0,0.0
هانیبال لند,179,0,0.0
وان کالا,103,0,0.0
ورسا نی نی مارکت,437,0,0.0
وسمه شاپ,50,0,0.0
وص مد,42,0,0.0
هیلالی,24,0,0.0
هیلدا بیوتی,21,0,0.0
هومان تجهیز فرتاک,153,0,0.0
هویاگالری,59,0,0.0
هیرلند,59,0,0.0
هیروش,154,0,0.0
وی لوکس,64,0,0.0
وی کر,41,0,0.0
ویهان لند,46,0,0.0
ویونج,50,0,0.0
وین شاپ,42,0,0.0
کارپت لند,69,0,0.0
کارنیکا مارکت,473,0,0.0
کارین استایل,56,0,0.0
کاترینکا,79,0,0.0
کادوپیچک,220,0,0.0
کادویی نازگل,55,0,0.0
کاتالوگ فارسی,20,0,0.0
کالا تجهیز,24,0,0.0
کالای خواب رز,23,0,0.0
کالای سروش,85,0,0.0
کالای نادر,24,0,0.0
کامیکام,52,0,0.0
کاویس,32,0,0.0
کالوادو,21,0,0.0
کالکشن دیدار,84,0,0.0
میلان استور,25,0,0.0
مینوما,52,0,0.0
نادی شاپ گلد,27,0,0.0
نارمک مد,27,0,0.0
نازنین مارکت,34,0,0.0
ناواهو,27,0,0.0
نایس پرفیوم,44,0,0.0
نبراسکا,26,0,0.0
ندای سبز کتاب,185,0,0.0
ندای مردم,41,0,0.0
نرم افزار محک آذربایجان,20,0,0.0
نرمیلا,24,0,0.0
نست کیدز,161,0,0.0
نمایندگی چرم طبیعی,24,0,0.0
نمد ساز,23,0,0.0
نمدطب,34,0,0.0
نواتک,43,0,0.0
نواوران تجارت سبز,50,0,0.0
نوبهار,22,0,0.0
نقره خاتم,26,0,0.0
نقره فروشی دلیجات,56,0,0.0
میس اسمایل,24,0,0.0
نسل نورانی,54,0,0.0
نیک گوهر,84,0,0.0
نیهان سنتر,69,0,0.0
نیو ول شاپ,59,0,0.0
نیوان کالا,45,0,0.0
نیک افراز,24,0,0.0
نیدو,43,0,0.0
نیرا نور,28,0,0.0
نیل استار,21,0,0.0
نیل کوک شاپ,38,0,0.0
نیلا استور,61,0,0.0
نی نی شاپ مارکت,42,0,0.0
نیاز استور,36,0,0.0
نیتن شاپ,26,0,0.0
نظر چشم,347,0,0.0
نوریانی استور,99,0,0.0
نوزده نودیک,299,0,0.0
نوشت افزار اوستا,50,0,0.0
نوشه شاپ,316,0,0.0
نگین گستر پارس,573,0,0.0
نوین تجارت رادناس,23,0,0.0
نوین لند,25,0,0.0
ماهشاد شاپ,29,0,0.0
ماهلین آرا,37,0,0.0
ماوراء,212,0,0.0
ماویکید,60,0,0.0
مایا مِی تا,83,0,0.0
مایراتا شاپ,112,0,0.0
لیواری,39,0,0.0
مانی کو,24,0,0.0
مازوکندل,21,0,0.0
ماسن تویز,82,0,0.0
مالمواستور,66,0,0.0
مارال چرم,20,0,0.0
ماراکا,71,0,0.0
ماربلین,55,0,0.0
مارکت سنتر منصوری,247,0,0.0
مارکت گل رز,67,0,0.0
مدامین,20,0,0.0
مبین ایده,2791,0,0.0
محسنی بوک,35,0,0.0
محصولات تاپ,22,0,0.0
ماهان طب سپنتا,118,0,0.0
مدوپد,1272,0,0.0
مرسل,69,0,0.0
مرگل شاپ,113,0,0.0
مرواریدسرخ,150,0,0.0
مرکز پخش پایتخت,27,0,0.0
مرکز پخش سپهرداد,27,0,0.0
مس زنجان,69,0,0.0
مستر آفر شاپ,331,0,0.0
مستر سام,42,0,0.0
مزرعه کیمیاگر,62,0,0.0
مزون اینفینیتی,29,0,0.0
معرض اخوان ,27,0,0.0
معیار شاپ,307,0,0.0
مفیدا دات آی آر,24,0,0.0
ملیسک,22,0,0.0
منصوری کارپت,352,0,0.0
مهر پاکان,73,0,0.0
مهر سحر,37,0,0.0
مهرتاب ویژن,23,0,0.0
مهندسیکا,28,0,0.0
موسسه آرام,154,0,0.0
موسسه فرهنگی کوثر,388,0,0.0
موسیقی فرد,56,0,0.0
مکس فور,510,0,0.0
مکعب مارکت,33,0,0.0
مکتب کمال,210,0,0.0
یگانه ابزار,54,0,0.0
یوتادو,54,0,0.0
یونالوم آرت,22,0,0.0
یکتا گیم,60,0,0.0
کیدو استایل,28,0,0.0
کیف و کفش شیک پوشان,37,0,0.0
کیمیانگار,25,0,0.0
کیهان سنتر کالا,48,0,0.0
کیوتا,32,0,0.0
کیوکمپ,25,0,0.0
یارا سنتر,20,0,0.0
کیلش,40,0,0.0
کیمیاگران فرهنگ پارسه,69,0,0.0
کتاب معاصر,27,0,0.0
کتاب نگاران,134,0,0.0
کتاب نیکا,255,0,0.0
کتاب ویدا,227,0,0.0
کتاب کوک,161,0,0.0
کتابسرای آوین,122,0,0.0
کتابسرای نگار,91,0,0.0
کتابفروشی وطن,26,0,0.0
کتابهای فیل و فنجون,156,0,0.0
کتابکالا,12403,0,0.0
کتابکده سبز,91,0,0.0
کتونی پلازا,21,0,0.0
کسپر,57,0,0.0
کسل,55,0,0.0
کوشا طب آویژه,65,0,0.0
کولیت,48,0,0.0
کومارز,53,0,0.0
کوه نور تجارت ارس,151,0,0.0
کیا سیتی,96,0,0.0
کیان شاد,89,0,0.0
کیان گستر مهر,150,0,0.0
کفش بانو,28,0,0.0
کمپ اوتلت,45,0,0.0
کنفکده,27,0,0.0
کوبوک استور,42,0,0.0
کوبیک,353,0,0.0
هلسی کالا,37,0,0.0
هلن گالری,180,0,0.0
همراه مارکتز,26,0,0.0
همراه ماندگار,36,0,0.0
هنر و زمان,294,0,0.0
هنر کده مرمر گالری,27,0,0.0
هنر یکتا,21,0,0.0
هنرآور,23,0,0.0
هورام پیشرو,24,0,0.0
هوریکس,49,0,0.0
هوس لند,108,0,0.0
هومان,272,0,0.0
هومرو,104,0,0.0
هستی بیوتی شاپ,25,0,0.0
هشت خرداد,117,0,0.0
هفت دریا 3,27,0,0.0
وایل,26,0,0.0
وحید کیت,288,0,0.0
واکف دیزاین,22,0,0.0
وارنا هالی,24,0,0.0
هیرو استور,81,0,0.0
وستا بوک,219,0,0.0
وقت و زمان,24,0,0.0
ولنجک بیوتی,442,0,0.0
ون گوک,26,0,0.0
ووداکتر,44,0,0.0
ویرا تجهیز اسپادانا,90,0,0.0
ویرا لایف,54,0,0.0
کاردیو,135,0,0.0
ویکدی,195,0,0.0
کاپانی,193,0,0.0
ویسپر مارکت,52,0,0.0
ویستا تحریر,33,0,0.0
کالامیر,23,0,0.0
کاروی,45,0,0.0
کاریزما بیوتی,84,0,0.0
کاشی برتر,544,0,0.0
کافه بهداشتی,381,0,0.0
کالا پزشکی نوین طب,25,0,0.0
کالای پزشکی احسان,23,0,0.0
کالج,119,0,0.0
کام سیلور,22,0,0.0
کامپیوتر باز,27,0,0.0
کامک آروین,21,0,0.0
کایلابیوتی,50,0,0.0
کتاب  آداش,38,0,0.0
کتاب آشنا,54,0,0.0
کتاب اسپادانا,24,0,0.0
کتاب باز اندیشه,854,0,0.0
کتاب تحریر پرتقال,42,0,0.0
کتاب خیزران,52,0,0.0
کتاب زر و سیم,50,0,0.0
موورا,24,0,0.0
میانه,20,0,0.0
میترا کانا,32,0,0.0
میرا الکتریک,34,0,0.0
میرا بوتیک,21,0,0.0
میراث زمین,169,0,0.0
میو استیکر,93,0,0.0
میکاسا تویز,96,0,0.0
نادین هنر,41,0,0.0
مهکام,25,0,0.0
میزیمو,102,0,0.0
میس اسپورت,65,0,0.0
نالی پلاستیک,28,0,0.0
نامیرا,27,0,0.0
نوآوران تک,536,0,0.0
نورایش,27,0,0.0
نورو ویژن,37,0,0.0
نقره زمانی,38,0,0.0
نقش گسترعرشیان,985,0,0.0
نقش مهستان,34,0,0.0
نگین پایتخت ایران زمین,126,0,0.0
نگین زیبا,24,0,0.0
نگین نما نگار,34,0,0.0
نایلون سبز,25,0,0.0
نبات تویز,93,0,0.0
نشر ارمغان,269,0,0.0
نشر شفاف,39,0,0.0
نیدشاپ,72,0,0.0
نیفا مد,38,0,0.0
نی فا,36,0,0.0
نیودیران,37,0,0.0
نوشت افزار افق,42,0,0.0
نوشکام,84,0,0.0
نوند,66,0,0.0
نوین اعتماد ایرانیان,50,0,0.0
نی نی تاب آنیل,39,0,0.0
نی نی سالن,56,0,0.0
نی نی ک,96,0,0.0
هایپر دکتر,25,0,0.0
هایپر سنتر توی,25,0,0.0
هپی لندی,23,0,0.0
هدیلند,88,0,0.0
هدیک بوتیک,124,0,0.0
هراپ,540,0,0.0
هادلند,2083,0,0.0
هارمونی بوک,456,0,0.0
هاناهانا,47,0,0.0
هانیه و حنانه,289,0,0.0
های ترندی,56,0,0.0
مهرآذین,114,0,0.0
موژان دوخت,50,0,0.0
موس تاپ,54,0,0.0
موسسه بافت ستاری,63,0,0.0
موسسه ی تجارتی شبنم,32,0,0.0
مزون یاشامی,33,0,0.0
مستر دیمو,22,0,0.0
ملکو,28,0,0.0
ممد بیوتی,133,0,0.0
مموشک,99,0,0.0
من و کتاب,149,0,0.0
مستر نمک,37,0,0.0
مشکات لند,187,0,0.0
مل اندموژ,75,0,0.0
ملودی ویترا,41,0,0.0
مزون سجادیان,22,0,0.0
مدادرنگی من  ,63,0,0.0
مدبیس,281,0,0.0
مرغوب خرید,23,0,0.0
مرکز آموزش و تحقیقات صنعتی ایران,166,0,0.0
مرکز پخش سانترال,20,0,0.0
مرکز پخش سناتور,203,0,0.0
مرکز تامین تجهیزات تصفیه آب,206,0,0.0
مرکز تجارت ایران نوین,22,0,0.0
مزرعه نکست,39,0,0.0
مادام کالکشن,48,0,0.0
لوازم تحریر فربار,48,0,0.0
لوازم جانبی چرم سازان,139,0,0.0
ماروس لند,112,0,0.0
مارک گلد,177,0,0.0
مارکت سالن,56,0,0.0
مامان و بابام,55,0,0.0
مانا گستر فرداد,22,0,0.0
ماندیرو,25,0,0.0
مانگر,30,0,0.0
ماشینک,30,0,0.0
محسنی,123,0,0.0
محصولات گیاهی قانون,64,0,0.0
محلیجات,58,0,0.0
مجدی,155,0,0.0
محبت مارکت,55,0,0.0
ماهان کالاگستر,42,0,0.0
ماهرخ شاپ,77,0,0.0
ماکت پایتخت,22,0,0.0
مای پکس,269,0,0.0
مای کیدز,90,0,0.0
فامیلیران,55,0,0.0
فخیمی گالری,36,0,0.0
فادو شاپ,37,0,0.0
فارامد,88,0,0.0
فارغی,25,0,0.0
فارم لند,174,0,0.0
فرش چله,46,0,0.0
فرش فستیوال,22,0,0.0
فرش من و تو کاشان,118,0,0.0
فرش میر نظامی,124,0,0.0
فرش نایین اصل,97,0,0.0
فرش یاقوت,113,0,0.0
فرشته گلد گالری,2423,0,0.0
فرشگاه چشمک,52,0,0.0
فرنازشاپینگ,27,0,0.0
فرهنگ و هنر جاسمین,21,0,0.0
فروارد,20,0,0.0
فروشگاه بیاتوتخفیف,25,0,0.0
فروشگاه پارس آرکا,51,0,0.0
فروشگاه جواهر,350,0,0.0
فروشگاه راپونزل,29,0,0.0
فروشگاه آنی لوکس,191,0,0.0
فروشگاه اسمایل,45,0,0.0
فروشگاه افق تهران,24,0,0.0
فروشگاه آرایشی بهداشتی سعید,52,0,0.0
فروشگاه آریا نیک,395,0,0.0
فرازین گستر,75,0,0.0
عنصر تکنیک,28,0,0.0
طلای مستجابی,831,0,0.0
طلوع بازی,45,0,0.0
طناز کالا,46,0,0.0
طهران کالا,233,0,0.0
طوس مد,99,0,0.0
عروسک ساز,47,0,0.0
عسل پلنگا,31,0,0.0
عصاره بیژه,59,0,0.0
عطاری فراهانی,38,0,0.0
عطاری مجذوبی,225,0,0.0
عطر ما,231,0,0.0
عطریات اوا,66,0,0.0
صنایع دستی غفار,37,0,0.0
صوفی پک,38,0,0.0
طاهالیزر,49,0,0.0
طب آفرین آذربایجان,26,0,0.0
طب تن,282,0,0.0
طب کده,35,0,0.0
طراوت آفرین,23,0,0.0
شیکدو,138,0,0.0
صدرا طب سینوهه,37,0,0.0
صنایع چرم دلارز,20,0,0.0
صنایع چوب و کاشی ترنج,51,0,0.0
صنایع دستی ال ایشلری آذربایجان,23,0,0.0
سبا تویز,127,0,0.0
سبک زندگی عرشیان,29,0,0.0
ستاره شرق,73,0,0.0
ستایشگر,184,0,0.0
سحربانو گالری,73,0,0.0
سدای شاد,301,0,0.0
سعید اینتکس,43,0,0.0
سفال همدان لالجین,247,0,0.0
سفیران رایحه ساز,27,0,0.0
سلاطین,36,0,0.0
سلیم اپتیک,168,0,0.0
سنت کده,177,0,0.0
سراب من,64,0,0.0
سرای ایران,35,0,0.0
سرای جاوید,153,0,0.0
سرای نمک دماوند,82,0,0.0
سردانالو,110,0,0.0
سرزمین چرم,1230,0,0.0
سانتکس,100,0,0.0
سانوز,86,0,0.0
سانیاکو,159,0,0.0
ساعت سوئیس,71,0,0.0
سایدا سنتر,84,0,0.0
سایروس بوک,28,0,0.0
ساریناگل,109,0,0.0
ساعت برنارد,34,0,0.0
ژوفا,80,0,0.0
ژیکمان,27,0,0.0
سیسمونی نینی کوچولو,77,0,0.0
سیلا مد,26,0,0.0
سینوهه,23,0,0.0
سیوان تویز,43,0,0.0
شاپنت,31,0,0.0
شاداب گالری,55,0,0.0
شادی شاپ بیوتی,41,0,0.0
شادیها,46,0,0.0
شالباف,28,0,0.0
سنگ های جادویی,34,0,0.0
سهاگل,23,0,0.0
سواشون,145,0,0.0
سوپرمدرسه,70,0,0.0
سورنا شرق,79,0,0.0
شهر کتاب ایران,21,0,0.0
شهراد اپوکسی,87,0,0.0
سوشیا بیوتی,87,0,0.0
سوغات  کیو,121,0,0.0
سی پرشیا,2419,0,0.0
سیاه و سفید بیرجند,160,0,0.0
سیب نارنجی,277,0,0.0
سیتروزن,54,0,0.0
شانیلند,56,0,0.0
شاکرین بافت,37,0,0.0
شبکه ویرا,52,0,0.0
شرکت پدیده شمیم قائم,74,0,0.0
شرکت چرم درسا,148,0,0.0
شرکت چرم مشهد,248,0,0.0
شرکت عطرآگین,112,0,0.0
شرکت لادیز,128,0,0.0
شرکت مد و پوشاک توتم,22,0,0.0
شمع های بهاری,158,0,0.0
شهر ابزار تکنو,96,0,0.0
فروشگاه کازیوه,25,0,0.0
فروشگاه ویشا,27,0,0.0
فروشگاه کوهنوش,32,0,0.0
فروشگاه کرم پور,247,0,0.0
فلفل نمکی,23,0,0.0
فن آوران هایا البرز,49,0,0.0
فن گالری,232,0,0.0
فکری و آموزشی میثاق,25,0,0.0
فروشگاه ماه و مهر,78,0,0.0
فروشگاه ملکه طلایی,126,0,0.0
فروشگاه مونو,39,0,0.0
فروشگاه میومیو,23,0,0.0
فروشگاه نسخه اول,82,0,0.0
فروشگاه نگین دانه,66,0,0.0
فروشگاه نومی,34,0,0.0
فروشگاه روبان,49,0,0.0
فروشگاه زرین پلاس,140,0,0.0
فروشگاه سیب سبز,25,0,0.0
فروشگاه شاپرک,32,0,0.0
فروشگاه شوپینگ,138,0,0.0
فروشگاه صنایع دستی پری زاد,21,0,0.0
گالری فرهمند شهریار,153,0,0.0
گالری ماسودا,24,0,0.0
گالری طلای مریم,298,0,0.0
گالری عطر شقایق,23,0,0.0
گالری سهی,99,0,0.0
گالری زیبایی آیلین,118,0,0.0
گالری زیبایی پرتو,21,0,0.0
گالری ژاوین,60,0,0.0
گالری توس,23,0,0.0
گالری تکچین کالا,47,0,0.0
گالری جهان,1101,0,0.0
گالری جورواجور,24,0,0.0
گالری چوب مارچوبه,33,0,0.0
كالاي ما,38,0,0.0
گازولین,230,0,0.0
گالری آرمیدخت,81,0,0.0
گالری آلمان رز,92,0,0.0
گالری بووم رنگ,20,0,0.0
گالری پارادایز,38,0,0.0
گالری پرشین گلد,148,0,0.0
فیدار نامدار سورین,24,0,0.0
فریور,82,0,0.0
فیگورشاپ,291,0,0.0
فیلو باکس,87,0,0.0
قاصدک بهار,142,0,0.0
قصر گلشهد,26,0,0.0
قلاب بافی رعنا و ریحان,35,0,0.0
لارا مد,50,0,0.0
گوهر مارکت,43,0,0.0
گیشا تجارت قشم,51,0,0.0
لپ گلی توی,21,0,0.0
لدی بگ,34,0,0.0
لشم,60,0,0.0
لگو استور,38,0,0.0
لاکی بیوتی,230,0,0.0
لنویت,112,0,0.0
لوازم آرایشی هفت رنگ,125,0,0.0
لوازم التحریر پاپکو,230,0,0.0
لوکسامین,188,0,0.0
لی لی بیوتی,41,0,0.0
لیاندو قشم,22,0,0.0
لیانو شاپ,96,0,0.0
لیپو شاپ,54,0,0.0
لیته,71,0,0.0
لیساندرا,31,0,0.0
لیلیزون,135,0,0.0
لینوفر,53,0,0.0
ما و نی نی مون,43,0,0.0
ماتیسا گالری,107,0,0.0
لودا آرت,43,0,0.0
لورنس,44,0,0.0
گالری هنری پیرایه,34,0,0.0
گالری هنری تاش,23,0,0.0
گالری کهن,209,0,0.0
گالری کیسان,37,0,0.0
گالیله کوچولو,38,0,0.0
گالری مهتدی,23,0,0.0
گالری مکرومه بافی,31,0,0.0
گالری میدیس آرت,20,0,0.0
گالری نقاشی رئالیسم,24,0,0.0
گالری نقره نیکان,39,0,0.0
گالری نور,224,0,0.0
گلد بیلیون,737,0,0.0
گلدان,60,0,0.0
گلستان تیهو,34,0,0.0
گنج خانه,63,0,0.0
گلوریا فشن,23,0,0.0
گرینیک,30,0,0.0
گل سنگ شاپ,30,0,0.0
گالری هنری ماهسون,34,0,0.0
گالری هنری ویولت,21,0,0.0
گروه تولیدی زیما,20,0,0.0
گروه لایکو,23,0,0.0
گروه هنری تاواتاو,58,0,0.0
گروه هنری زندگی,24,0,0.0
گروه کلید,168,0,0.0
گریبر,25,0,0.0
بانداژ,43,0,0.0
باشیلا,65,0,0.0
بازرگانی گیلدا,27,0,0.0
بازرگانی لاجوردی,21,0,0.0
بازرگانی ناتوسا,131,0,0.0
بازرگانی واقف,70,0,0.0
بازرگانی یاقوت,30,0,0.0
بازی بل,51,0,0.0
برکه کتاب,642,0,0.0
بست توی,157,0,0.0
بست شیک,81,0,0.0
بفران,94,0,0.0
بلوچ دوزی گدروزیا,212,0,0.0
بلوط سبز توس,32,0,0.0
بانوی تهران,457,0,0.0
برفا استور,28,0,0.0
برند پوشان دماوند,51,0,0.0
باهوز,20,0,0.0
باکسیکو,133,0,0.0
بدلیجات گلبانو,36,0,0.0
بوهوبابا,85,0,0.0
بوک نت,1524,0,0.0
بهین کیش کالا,31,0,0.0
بوتینی,37,0,0.0
بوتیک دلیار,61,0,0.0
بنی جواد,22,0,0.0
بنیس استایل,446,0,0.0
بنیس مارک,466,0,0.0
